Designation,Prov_Des,Ln,q,Q,EMoid,H,Epoch,M,Peri,Node,Incl,e,a,Opps,Ref,Designation,name,year,month,day,ate,site,discovers
,2018,FH1,0.772,1.105,0.00814,26.6,20190427,183.5,232.9,181.4,3.5,0.177,0.939,(  4d),MPO439046,2018,FH1,2018,3,18,Q66,Siding Spr,"ing-Janess-G, JAXA"
,2018,FE3,0.7,1.071,0.00114,27.2,20190427,235.6,225,176.9,6.9,0.21,0.885,( 23d),MPO446985,2018,FE3,2018,3,21,703,CSS,
,2018,FD,0.537,1.056,0.03981,24.4,20190427,29.1,179.2,171.9,5.5,0.326,0.796,( 19d),MPO446984,2018,FD,2018,3,16,G96,Mt. Lemmon,Survey
,2018,FB4,0.569,1.289,0.01637,27.5,20190427,164.8,233.8,181.3,17.3,0.387,0.929,(  1d),MPO439055,2018,FB4,2018,3,21,G96,Mt. Lemmon,Survey
,2018,ES3,0.698,1.152,0.10616,24.5,20190427,302.3,338,351.8,14.3,0.245,0.925,(  5d),MPO439037,2018,ES3,2018,3,8,F51,Pan-STARRS,1
,2018,EO4,0.569,1.087,0.09314,23.5,20201217,68.9,178.1,167.8,22.8,0.312,0.828,2,E2021-E89,2018,EO4,2018,3,14,G96,Mt. Lemmon,Survey
,2018,DZ1,0.885,1.072,0.08169,24.7,20190427,251.2,189.2,150.6,11.4,0.096,0.978,2,MPO477904,2018,DZ1,2018,2,25,G96,Mt. Lemmon,Survey
,2018,DX1,0.852,1.103,0.10306,24.2,20190427,231,9.3,345.5,7.1,0.128,0.978,2,MPO466929,2018,DX1,2018,2,25,G96,Mt. Lemmon,Survey
,2018,DV1,0.823,1.149,0.00011,28.4,20190427,341.3,281.5,341.1,5.2,0.165,0.986,(  2d),MPO441107,2018,DV1,2018,2,26,G96,Mt. Lemmon,Survey
,2018,DU1,0.68,1.095,0.00069,27.7,20190427,25.8,309.3,344.2,1.2,0.234,0.887,(  2d),MPO441106,2018,DU1,2018,2,25,G96,Mt. Lemmon,Survey
,2018,DC4,0.797,1.039,0.00841,27.3,20190427,344.8,325.7,333.2,2.4,0.131,0.918,(  4d),MPO439025,2018,DC4,2018,2,26,G96,Mt. Lemmon,Survey
,2018,DA2,0.485,1.28,0.08336,23.3,20190427,24.4,328.6,344.3,18.3,0.451,0.883,( 39d),MPO446983,2018,DA2,2018,2,25,G96,Mt. Lemmon,Survey
,2018,DA,0.503,1.306,0.00473,24,20190427,46.9,310.8,334,4.1,0.444,0.904,( 10d),MPO441106,2018,DA,2018,2,17,G96,Mt. Lemmon,Survey
,2018,CZ1,0.832,1.134,0.063,24.6,20190427,340.7,125.7,136.8,21.5,0.154,0.983,(  2d),MPO435638,2018,CZ1,2018,2,8,703,CSS,
,2018,CX1,0.495,1.142,0.13115,20.17,20201217,174,295.9,0.9,34,0.395,0.818,3,E2021-D90,2018,CX1,2018,2,6,G96,Mt. Lemmon,Survey
,2018,CW2,0.441,1.083,0.00444,25.8,20200531,32.5,327.2,332.1,5,0.421,0.762,2,MPO545073,2018,CW2,2018,2,9,G96,Mt. Lemmon,Survey
,2018,CW,0.809,1.067,0.08021,21.5,20190427,305.1,172,131.4,29.3,0.138,0.938,2,MPO466927,2018,CW,2018,2,5,G96,Mt. Lemmon,Survey
,2018,CV2,0.614,1.176,0.03852,25.5,20190427,260.4,226.2,137.8,30.1,0.314,0.895,(  2d),MPO435641,2018,CV2,2018,2,9,G96,Mt. Lemmon,Survey
,2018,CS2,0.586,1.033,0.02465,25.5,20190427,19.6,356.7,347.5,4.3,0.276,0.81,( 25d),MPO441104,2018,CS2,2018,2,8,G96,Mt. Lemmon,Survey
,2018,CL,0.648,1.061,0.00489,25.5,20190427,74.1,141.7,136.3,11.9,0.241,0.854,(  2d),MPO435631,2018,CL,2018,2,5,I41,Zwicky Tra,nsient Facility
,2018,CH,0.489,1.145,0.00927,26.4,20190427,343.4,241,110.4,1.6,0.401,0.817,(  9d),MPO435631,2018,CH,2018,2,4,703,CSS,
,2018,CB2,0.572,1.218,0.0166,25,20190427,62.5,129.4,140.9,22.8,0.361,0.895,(  4d),MPO441103,2018,CB2,2018,2,9,703,CSS,
,2018,CA14,0.799,1.094,0.10524,24.4,20190427,288.1,6.8,320,10.6,0.156,0.947,( 12d),MPO435683,2018,CA14,2018,2,11,F51,Pan-STARRS,1
,2018,BX,0.643,1.006,0.00185,29.1,20190427,102,338.4,298.7,6.5,0.22,0.825,(  1d),MPO431477,2018,BX,2018,1,18,703,CSS,
,2018,BT1,0.597,1.133,0.03906,22.9,20200531,222.1,140.7,121,29.9,0.31,0.865,( 10d),MPO562902,2018,BT1,2018,1,17,G96,Mt. Lemmon,Survey
,2018,BP1,0.441,1.034,0.03727,24.6,20190427,166.9,180.3,126.3,6.4,0.402,0.738,( 24d),MPO435611,2018,BP1,2018,1,16,F51,Pan-STARRS,1
,2018,BM5,0.465,1.065,0.00279,27.3,20200531,56.9,334,304.2,3.1,0.392,0.765,2,MPO545073,2018,BM5,2018,1,23,703,CSS,
,2018,BH3,0.573,1.16,0.00046,25.4,20190427,301.3,50.2,298.9,2,0.339,0.866,( 15d),MPO438050,2018,BH3,2018,1,20,703,CSS,
,2018,BF5,0.892,1.058,0.02233,24.2,20190427,219.7,243.2,119.9,18.9,0.085,0.975,(  6d),MPO438050,2018,BF5,2018,1,22,703,CSS,
,2018,BB5,0.389,1.523,0.01747,24.4,20190427,44.8,136.2,128.9,8,0.593,0.956,( 19d),MPO438050,2018,BB5,2018,1,20,F51,Pan-STARRS,1
,2018,AU11,0.62,1.333,0.00645,25.3,20190427,41.5,114.7,114.1,10.3,0.365,0.977,(  6d),MPO431466,2018,AU11,2018,1,14,G96,Mt. Lemmon,Survey
,2018,AS2,0.752,1.19,0.00157,28.6,20190427,41,287.2,293.1,5.4,0.226,0.971,(  1d),MPO431454,2018,AS2,2018,1,12,G96,Mt. Lemmon,Survey
,2018,AM12,0.81,1.024,0.00684,21.2,20201217,238.1,51,288.9,21.7,0.116,0.917,4,E2020-UK5,2018,AM12,2018,1,15,F51,Pan-STARRS,1
,2018,AD4,0.726,1.132,0.11531,22.9,20190427,311.2,199.1,112.2,13.6,0.219,0.929,( 56d),MPO473494,2018,AD4,2018,1,13,G96,Mt. Lemmon,Survey
,2017,YV8,0.667,1.128,0.00283,27.3,20190427,311.9,51.9,268.5,3.1,0.257,0.898,( 25d),MPO441102,2017,YV8,2017,12,25,G96,Mt. Lemmon,Survey
,2017,YU3,0.537,1.393,0.03215,23.9,20190427,56.7,134.4,98.5,7.1,0.444,0.965,( 24d),MPO438046,2017,YU3,2017,12,23,F51,Pan-STARRS,1
,2017,YS8,0.534,1.197,0.04132,19.5,20201217,117,303.3,321.3,32.3,0.383,0.866,2,MPO600101,2017,YS8,2017,12,30,G96,Mt. Lemmon,Survey
,2017,YS1,0.939,1.043,0.00193,28.9,20200531,85.8,87.4,91.5,5.5,0.053,0.991,(  4d),MPO562898,2017,YS1,2017,12,22,G96,Mt. Lemmon,Survey
,2017,YQ8,0.585,1.397,0.04787,24.6,20190427,45.8,124.3,94.2,17.3,0.41,0.991,( 11d),MPO431438,2017,YQ8,2017,12,26,G96,Mt. Lemmon,Survey
,2017,YQ5,0.829,1.165,0.12208,24.7,20190427,358.2,142.6,91.8,17,0.169,0.997,(  2d),MPO431429,2017,YQ5,2017,12,25,F51,Pan-STARRS,1
,2017,YO3,0.49,1.015,0.00093,28.2,20190427,167.7,19.5,268,8.7,0.349,0.753,(  3d),MPO431422,2017,YO3,2017,12,22,G96,Mt. Lemmon,Survey
,2017,YM6,0.8,1.111,0.10224,23.3,20190427,272.1,20.6,307.1,11.2,0.163,0.955,( 71d),MPO441101,2017,YM6,2017,12,25,F51,Pan-STARRS,1
,2017,YK7,0.454,1.058,0.00871,24.4,20190427,231,336.4,282.5,8.1,0.399,0.756,(  2d),MPO431434,2017,YK7,2017,12,28,F51,Pan-STARRS,1
,2017,YK1,0.748,1.124,0.07669,24.9,20190427,296,219,93.8,27.4,0.201,0.936,(  8d),MPO431415,2017,YK1,2017,12,20,G96,Mt. Lemmon,Survey
,2017,YJ7,0.556,1.014,0.01235,26.3,20190427,140.3,351.6,290.6,3.3,0.292,0.785,( 19d),MPO431434,2017,YJ7,2017,12,28,G96,Mt. Lemmon,Survey
,2017,YH,0.328,0.94,0.11612,18.4,20200531,130.1,147.5,134.2,19.8,0.483,0.634,4,MPO529357,2017,YH,2017,12,16,T08,ATLAS-MLO,
,2017,YG7,0.664,1.048,0.05166,24.7,20190427,32.7,15.2,284.4,14.5,0.225,0.856,( 43d),MPO438047,2017,YG7,2017,12,28,G96,Mt. Lemmon,Survey
,2017,YD2,0.577,1.113,0.00116,28.7,20190427,150.4,313.8,277.5,1.9,0.317,0.845,(  1d),MPO431418,2017,YD2,2017,12,23,G96,Mt. Lemmon,Survey
,2017,YB1,0.737,1.191,0.01944,26.9,20190427,244.3,226.2,103.4,2.7,0.235,0.964,(  3d),MPO431413,2017,YB1,2017,12,20,G96,Mt. Lemmon,Survey
,2017,XS2,0.792,1.092,0.0044,26,20201217,243.9,56.5,233.6,2.3,0.159,0.942,( 35d),E2020-UJ0,2017,XS2,2017,12,11,F51,Pan-STARRS,1
,2017,XS,0.522,1.064,0.01394,22.7,20190427,111.8,27.9,257.4,14.9,0.342,0.793,( 60d),MPO438045,2017,XS,2017,12,7,T08,ATLAS-MLO,
,2017,XR,0.286,1.616,0.01539,23.8,20190427,115.3,356,219.6,1.4,0.699,0.951,(  7d),MPO431251,2017,XR,2017,12,7,F51,Pan-STARRS,1
,2017,XQ60,0.785,1.214,0.01915,24.4,20201217,278.4,283.7,269.2,27.2,0.215,1,3,MPO600101,2017,XQ60,2017,12,13,F51,Pan-STARRS,1
,2017,XA1,0.646,0.973,0.04794,21.3,20201217,277.8,327.6,239.6,17.2,0.202,0.81,2,MPO600100,2017,XA1,2017,12,5,F51,Pan-STARRS,1
,2017,WZ14,0.809,1.121,0.00749,25.1,20190427,60.2,279.9,277.8,4.7,0.162,0.965,( 31d),MPO435150,2017,WZ14,2017,11,22,F51,Pan-STARRS,1
,2017,WZ12,0.694,1.035,0.03094,26.9,20190427,79.4,192.5,60.3,5.8,0.197,0.865,( 17d),MPO435149,2017,WZ12,2017,11,21,F51,Pan-STARRS,1
,2017,WT28,0.782,1.018,0.00207,28.1,20200531,114,35.9,243.1,5.8,0.131,0.9,( 19d),MPO562894,2017,WT28,2017,11,28,703,CSS,
,2017,WR,0.401,1.291,0.00353,24.8,20190427,208.7,138.3,62.3,5.7,0.526,0.846,(  8d),MPO438043,2017,WR,2017,11,16,G96,Mt. Lemmon,Survey
,2017,WQ1,0.532,1.097,0.00862,24.8,20190427,133.9,29.8,222.6,4.3,0.346,0.814,(  9d),MPO438043,2017,WQ1,2017,11,18,F51,Pan-STARRS,1
,2017,WO16,0.757,1.116,0.00763,25,20190427,106.1,300.3,242.1,9,0.192,0.936,(  2d),MPO425755,2017,WO16,2017,11,25,G96,Mt. Lemmon,Survey
,2017,WJ2,0.784,1.085,0.0383,22.12,20201217,296,223,44.2,22,0.161,0.934,( 26d),E2021-CI3,2017,WJ2,2017,11,18,F51,Pan-STARRS,1
,2017,WJ16,0.646,0.999,0.00868,24.5,20201217,205.3,186.6,59,5.7,0.214,0.823,2,MPO600099,2017,WJ16,2017,11,25,G96,Mt. Lemmon,Survey
,2017,WG14,0.317,1.061,0.00021,24.5,20201217,295.9,200.1,42.9,8.2,0.539,0.689,( 20d),MPO600099,2017,WG14,2017,11,21,F51,Pan-STARRS,1
,2017,WF29,0.575,1.366,0.0134,26.2,20171123,76,53.8,245.3,4.6,0.407,0.97,(  1d),MPO435152,2017,WF29,2017,11,27,G96,Mt. Lemmon,Survey
,2017,WE,0.684,1.281,0.03014,26.7,20190427,91.4,115.3,54.7,26.8,0.304,0.983,(  3d),MPO477900,2017,WE,2017,11,16,G96,Mt. Lemmon,Survey
,2017,WD28,0.527,1.298,0.00907,25.7,20190427,142.7,127.4,64.2,11.5,0.422,0.913,(  2d),MPO425794,2017,WD28,2017,11,26,703,CSS,
,2017,WA15,0.445,1.372,0.1726,19,20201217,95.2,267,335,19.1,0.51,0.908,3,MPO600099,2017,WA15,2017,11,22,G96,Mt. Lemmon,Survey
,2017,VU13,0.45,1.244,0.1272,20.8,20201217,205,68.9,153.3,21.2,0.469,0.847,2,E2020-UM3,2017,VU13,2017,11,13,F51,Pan-STARRS,1
,2017,VS12,0.608,1.179,0.00741,23,20190427,126.7,303,254.5,11.9,0.319,0.893,( 27d),MPO435145,2017,VS12,2017,11,12,G96,Mt. Lemmon,Survey
,2017,VN2,0.711,1.079,0.00586,27.4,20190427,137.7,295.8,251.9,1.4,0.206,0.895,(  7d),MPO425695,2017,VN2,2017,11,12,G96,Mt. Lemmon,Survey
,2017,VL1,0.653,1.251,0.0081,26.5,20190427,290.3,58.3,229.1,4.3,0.314,0.952,( 11d),MPO425690,2017,VL1,2017,11,10,F51,Pan-STARRS,1
,2017,VG15,0.603,1.09,0.08574,24.7,20190427,146.5,352.2,231.2,10.8,0.287,0.847,( 14d),MPO425730,2017,VG15,2017,11,15,G96,Mt. Lemmon,Survey
,2017,VE14,0.665,1.174,0.01344,27.9,20190427,327.7,54.2,232.4,11.1,0.277,0.919,(  1d),MPO425726,2017,VE14,2017,11,15,G96,Mt. Lemmon,Survey
,2017,VD2,0.619,1.158,0.10019,21.5,20190427,137.7,332.1,228.5,24.3,0.304,0.888,( 40d),MPO477900,2017,VD2,2017,11,10,T05,ATLAS-HKO,
,2017,VB13,0.705,1.056,0.02131,25.5,20190427,139.2,325.5,231.4,21.4,0.199,0.88,(  4d),MPO425721,2017,VB13,2017,11,13,G96,Mt. Lemmon,Survey
,2017,UZ5,0.757,1.078,0.01154,26.6,20190427,141.6,134.6,26.7,6,0.175,0.917,(  2d),MPO421545,2017,UZ5,2017,10,24,G96,Mt. Lemmon,Survey
,2017,UT2,0.866,1.102,0.07177,24.6,20190427,338.9,214.3,27.4,11.1,0.12,0.984,2,MPO466913,2017,UT2,2017,10,20,G96,Mt. Lemmon,Survey
,2017,US,0.641,1.02,0.0059,26.2,20201217,259.5,357.6,199.8,0.9,0.229,0.831,2,E2020-T23,2017,US,2017,10,16,703,CSS,
,2017,UQ6,0.841,1.047,0.00064,27.2,20190427,60.4,229.8,333.4,0.6,0.109,0.944,( 19d),MPO477899,2017,UQ6,2017,10,27,G96,Mt. Lemmon,Survey
,2017,UP6,0.448,1.198,0.03047,26.1,20190427,258.9,337.4,200.6,5.6,0.456,0.823,(  3d),MPO421548,2017,UP6,2017,10,25,G96,Mt. Lemmon,Survey
,2017,UN1,0.471,1.297,0.0315,24.8,20190427,37.6,201.6,39.3,4,0.467,0.884,( 13d),MPO421530,2017,UN1,2017,10,17,G96,Mt. Lemmon,Survey
,2017,UL52,0.748,1.006,0.00887,28.6,20171014,183.1,171.9,27.1,7.2,0.147,0.877,(  0d),MPO435143,2017,UL52,2017,10,21,G96,Mt. Lemmon,Survey
,2017,UL44,0.611,1.144,0.03238,23.8,20190427,178,138,39.7,28,0.303,0.877,(  4d),MPO421622,2017,UL44,2017,10,29,703,CSS,
,2017,UG5,0.795,1.178,0.04257,26.3,20190427,293.8,239.7,30.7,13.2,0.194,0.986,(  7d),MPO421542,2017,UG5,2017,10,22,G96,Mt. Lemmon,Survey
,2017,UA45,0.768,1.076,0.00276,26.1,20190427,18.6,50.4,202.1,4.2,0.167,0.922,( 45d),MPO435142,2017,UA45,2017,10,30,F51,Pan-STARRS,1
,2017,TZ5,0.48,1.114,0.00421,26.8,20190427,172,208.4,24.6,2.2,0.398,0.797,(  4d),MPO435139,2017,TZ5,2017,10,15,G96,Mt. Lemmon,Survey
,2017,TV1,0.603,1.295,0.00847,26.3,20190427,158.4,304.6,195,4.7,0.364,0.949,(  3d),MPO421488,2017,TV1,2017,10,10,703,CSS,
,2017,TU1,0.448,1.141,0.00209,26,20200531,149,196.5,328.6,0.4,0.436,0.795,( 13d),MPO562888,2017,TU1,2017,10,10,703,CSS,
,2017,TK6,0.503,1.145,0.04278,24.6,20201217,321.8,150.7,24.6,16.4,0.39,0.824,2,E2020-TF9,2017,TK6,2017,10,15,G96,Mt. Lemmon,Survey
,2017,TJ4,0.494,1.039,0.00782,25.2,20190427,253.1,15.9,200.4,4.4,0.356,0.767,( 30d),MPO428365,2017,TJ4,2017,10,13,703,CSS,
,2017,TG5,0.412,1.108,0.03629,25.1,20190427,333.1,341.5,202.6,11.6,0.457,0.76,( 13d),MPO421501,2017,TG5,2017,10,14,G96,Mt. Lemmon,Survey
,2017,TF2,0.447,0.984,0.09032,20.3,20201217,300.1,217.6,327,13.9,0.375,0.716,2,E2020-TD2,2017,TF2,2017,10,9,G96,Mt. Lemmon,Survey
,2017,SV17,0.66,1.12,0.02632,25.7,20190427,82.8,209.3,10.6,5,0.258,0.89,( 21d),MPO423871,2017,SV17,2017,9,26,F51,Pan-STARRS,1
,2017,SS32,0.401,1.274,0.05171,22.7,20201217,170.7,59.4,160.9,9.9,0.522,0.837,2,E2021-D90,2017,SS32,2017,9,26,F51,Pan-STARRS,1
,2017,SS10,0.575,1.132,0.02434,25.2,20190427,248.2,323.5,181.7,18.6,0.326,0.853,(  6d),MPO435136,2017,SS10,2017,9,21,F51,Pan-STARRS,1
,2017,SP21,0.845,1.117,0.00896,27.8,20190427,316.1,69.3,188.3,11.2,0.139,0.981,(  2d),MPO421454,2017,SP21,2017,9,30,G96,Mt. Lemmon,Survey
,2017,SN14,0.549,1.41,0.05062,18.91,20201217,178.8,287.4,316.3,25,0.439,0.98,4,E2021-G08,2017,SN14,2017,9,24,703,CSS,
,2017,SM17,0.485,1.396,0.08679,23.6,20190427,172,177.3,327,6.3,0.484,0.941,(  6d),MPO416693,2017,SM17,2017,9,25,F51,Pan-STARRS,1
,2017,SL16,0.847,1.15,0.01846,25.9,20201217,175.6,69.7,182.4,8.8,0.152,0.999,2,MPO562884,2017,SL16,2017,9,24,G96,Mt. Lemmon,Survey
,2017,SE20,0.475,1.034,0.01172,27.9,20190427,301.4,192.3,4.7,7.3,0.37,0.755,(  4d),MPO416698,2017,SE20,2017,9,28,G96,Mt. Lemmon,Survey
,2017,SD20,0.466,1.238,0.0134,26.1,20190427,96.7,37.2,187.4,6.5,0.453,0.852,(  3d),MPO477899,2017,SD20,2017,9,28,G96,Mt. Lemmon,Survey
,2017,SB20,0.762,1.184,0.01105,25,20190427,133.2,116.3,11.9,5.4,0.217,0.973,( 20d),MPO423871,2017,SB20,2017,9,27,G96,Mt. Lemmon,Survey
,2017,RZ15,0.712,1.203,0.00129,27.1,20190427,0.8,61.7,162.9,2,0.257,0.957,(  3d),MPO416660,2017,RZ15,2017,9,15,F51,Pan-STARRS,1
,2017,RX2,0.337,1.145,0.00101,26.4,20190427,74.7,334,174.4,1.7,0.545,0.741,(  4d),MPO416643,2017,RX2,2017,9,15,F51,Pan-STARRS,1
,2017,RQ17,0.34,1.061,0.00312,27.8,20170815,190.3,344,159.9,4.9,0.514,0.701,(  1d),MPO419575,2017,RQ17,2017,9,1,G96,Mt. Lemmon,Survey
,2017,RO17,0.543,1.2,0.00779,26.1,20190427,102.8,19.1,188.1,1,0.377,0.871,(  8d),MPO435136,2017,RO17,2017,9,14,F51,Pan-STARRS,1
,2017,RK15,0.493,1.233,0.01602,25.7,20190427,121.8,216,344.7,5.9,0.428,0.863,(  2d),MPO435135,2017,RK15,2017,9,14,F51,Pan-STARRS,1
,2017,RH16,0.487,1.262,0.00006,26.2,20201217,97,226.6,338.4,0.6,0.443,0.875,2,E2021-E06,2017,RH16,2017,9,13,F51,Pan-STARRS,1
,2017,QY34,0.476,1.151,0.03185,20.9,20201217,285,222.7,328.6,27.2,0.415,0.813,3,E2020-T13,2017,QY34,2017,8,30,T05,ATLAS-HKO,
,2017,QW17,0.315,1.461,0.04465,21.6,20190427,91.7,208.7,337.1,12.3,0.645,0.888,2,MPO473474,2017,QW17,2017,8,24,F51,Pan-STARRS,1
,2017,QW1,0.86,1.11,0.0172,26.2,20190427,12.7,234.1,327.2,4.1,0.127,0.985,( 12d),MPO416579,2017,QW1,2017,8,18,F51,Pan-STARRS,1
,2017,QQ35,0.442,1.181,0.15386,21.9,20200531,91.4,173.5,347.4,22.4,0.455,0.812,2,MPO562882,2017,QQ35,2017,8,31,F51,Pan-STARRS,1
,2017,QQ1,0.645,1.29,0.00643,24.8,20190427,186.2,113.7,340.2,9.1,0.333,0.968,( 12d),MPO416579,2017,QQ1,2017,8,16,F51,Pan-STARRS,1
,2017,QQ,0.679,1.068,0.0415,26.1,20190427,193.3,192,322,8.4,0.223,0.873,(  2d),MPO416577,2017,QQ,2017,8,16,F51,Pan-STARRS,1
,2017,QO1,0.726,1.068,0.01005,27,20190427,216,334,142,2.2,0.191,0.897,(  4d),MPO416578,2017,QO1,2017,8,16,F51,Pan-STARRS,1
,2017,QK18,0.462,1.077,0.00689,24.5,20190427,8.2,147.4,359.4,4.1,0.4,0.769,( 26d),MPO416604,2017,QK18,2017,8,24,F51,Pan-STARRS,1
,2017,QG33,0.676,1.285,0.12138,23.5,20190427,116.9,167.9,321.2,8.5,0.311,0.98,3,MPO504259,2017,QG33,2017,8,23,F51,Pan-STARRS,1
,2017,QC36,0.503,1.062,0.04319,20.6,20170815,213.9,351.9,141,31.3,0.357,0.783,(  0d),MPO419573,2017,QC36,2017,8,18,C51,WISE,
,2017,QC17,0.41,1.318,0.02019,22.4,20190427,222.6,30.4,115.6,5.3,0.526,0.864,( 15d),MPO416600,2017,QC17,2017,8,18,F51,Pan-STARRS,1
,2017,QB35,0.801,1.059,0.00279,29.3,20190427,178.2,315.7,159.3,4.8,0.139,0.93,(  2d),MPO438037,2017,QB35,2017,8,31,G96,Mt. Lemmon,Survey
,2017,QB2,0.819,1.127,0.05333,24.4,20200531,99.5,218.3,322.9,9.2,0.158,0.973,2,MPO546133,2017,QB2,2017,8,16,F51,Pan-STARRS,1
,2017,PW26,0.584,1.349,0.05341,24.8,20190427,11.4,228.7,321.3,18.8,0.395,0.966,(  3d),MPO416572,2017,PW26,2017,8,15,F51,Pan-STARRS,1
,2017,PK25,0.458,1.17,0.00608,25.3,20190427,9.2,324.3,140.8,25.9,0.437,0.814,(  2d),MPO416567,2017,PK25,2017,8,12,T08,ATLAS-MLO,
,2017,OU18,0.514,1.137,0.11791,23.9,20200531,98.9,185.3,302.2,30.4,0.377,0.826,3,MPO562880,2017,OU18,2017,7,27,F51,Pan-STARRS,1
,2017,OO1,0.771,1.017,0.00069,24.5,20190427,203.5,186.1,298.3,20,0.138,0.894,(  9d),MPO423863,2017,OO1,2017,7,23,T08,ATLAS-MLO,
,2017,OM1,0.544,1.421,0.00214,23.4,20180323,174.9,299.8,123,17.9,0.447,0.983,2,MPO451829,2017,OM1,2017,7,22,T08,ATLAS-MLO,
,2017,NS5,0.725,1.227,0.02494,20.8,20200531,262.5,119.3,294.8,43.9,0.257,0.976,4,MPO529350,2017,NS5,2017,7,10,F51,Pan-STARRS,1
,2017,NK,0.849,1.084,0.04214,21.2,20201217,334.8,262.4,254.7,13.6,0.122,0.967,3,MPO600092,2017,NK,2017,7,2,G96,Mt. Lemmon,Survey
,2017,MZ2,0.621,1.173,0.01426,25.6,20190427,167.1,234.3,260.9,11.6,0.307,0.897,(  9d),MPO412141,2017,MZ2,2017,6,22,F51,Pan-STARRS,1
,2017,MU8,0.713,1.199,0.04841,21.5,20190427,102.6,228.2,276.2,18.6,0.254,0.956,2,MPO473471,2017,MU8,2017,6,30,G96,Mt. Lemmon,Survey
,2017,MS8,0.673,1.14,0.09898,23.4,20190427,256.6,160.7,272.2,29.4,0.258,0.907,(  2d),MPO412153,2017,MS8,2017,6,30,G96,Mt. Lemmon,Survey
,2017,MM8,0.294,1.483,0.10242,22.7,20190427,334.4,336.3,98.7,23.5,0.669,0.888,(  8d),MPO412152,2017,MM8,2017,6,24,F51,Pan-STARRS,1
,2017,MA5,0.743,1.189,0.02656,25.7,20190427,233.2,131.8,271.3,5.9,0.231,0.966,(  9d),MPO412146,2017,MA5,2017,6,25,F51,Pan-STARRS,1
,2017,LE1,0.727,1.064,0.03945,25.7,20190427,266.9,346.6,85.7,11.4,0.188,0.895,(  7d),MPO412132,2017,LE1,2017,6,14,G96,Mt. Lemmon,Survey
,2017,KZ2,0.615,1.171,0.01726,25,20190427,217.6,225.9,231.1,31.9,0.311,0.893,(  7d),MPO410037,2017,KZ2,2017,5,16,G96,Mt. Lemmon,Survey
,2017,KT31,0.838,1.053,0.02321,24,20190427,254.2,149.8,239.1,32.5,0.114,0.946,(  5d),MPO410065,2017,KT31,2017,5,27,G96,Mt. Lemmon,Survey
,2017,KR31,0.616,1.091,0.06481,24.1,20190427,4.4,169.7,239.7,12.6,0.279,0.853,( 10d),MPO419561,2017,KR31,2017,5,26,F51,Pan-STARRS,1
,2017,KP27,0.815,1.134,0.00525,25.8,20190427,112.7,122.2,350.6,1.3,0.164,0.974,2,MPO496105,2017,KP27,2017,5,25,F51,Pan-STARRS,1
,2017,KJ32,0.784,1.029,0.00081,28.9,20190427,232.4,207.8,238.8,2.2,0.135,0.906,(  4d),MPO410066,2017,KJ32,2017,5,29,G96,Mt. Lemmon,Survey
,2017,KG3,0.622,1.332,0.01426,24.7,20190427,84.7,240.6,233.9,19.1,0.363,0.977,( 13d),MPO413700,2017,KG3,2017,5,17,703,CSS,
,2017,KD5,0.561,1.211,0.12409,19.8,20180323,121.1,251.5,208.9,50.1,0.367,0.886,2,MPO451825,2017,KD5,2017,5,21,F51,Pan-STARRS,1
,2017,KA5,0.681,1.082,0.06615,25.6,20201217,305.6,181.9,231.8,6.7,0.227,0.882,( 24d),E2020-V08,2017,KA5,2017,5,22,F51,Pan-STARRS,1
,2017,JS1,0.703,1.214,0.02584,25.5,20190427,139.6,235.2,221,11.2,0.266,0.959,( 15d),MPO411592,2017,JS1,2017,5,2,G96,Mt. Lemmon,Survey
,2017,JJ2,0.259,1.124,0.01275,25.1,20190427,279.8,205.2,216.4,12.1,0.625,0.692,(  4d),MPO410024,2017,JJ2,2017,5,3,G96,Mt. Lemmon,Survey
,2017,JF3,0.59,1.223,0.00421,21.8,20190427,337.3,130.3,243.3,5.8,0.349,0.907,3,MPO466878,2017,JF3,2017,5,14,703,CSS,
,2017,HZ4,0.712,1.104,0.00015,25.8,20190427,318,312.2,67.3,1.8,0.215,0.908,( 54d),MPO423862,2017,HZ4,2017,4,26,F51,Pan-STARRS,1
,2017,HZ,0.696,1.086,0.02186,27,20190427,274.1,34.6,28,8.7,0.219,0.891,(  8d),MPO405799,2017,HZ,2017,4,17,G96,Mt. Lemmon,Survey
,2017,HX,0.418,1.146,0.0667,24.2,20190427,177.3,169.5,207.7,11.1,0.466,0.782,(  7d),MPO405798,2017,HX,2017,4,17,G96,Mt. Lemmon,Survey
,2017,HW4,0.624,1.332,0.00501,22.1,20190427,301.1,116.8,218.3,18.6,0.362,0.978,2,MPO461079,2017,HW4,2017,4,26,703,CSS,
,2017,HU49,0.918,1.025,0.01165,26.5,20190427,217.4,345.7,45.7,2.6,0.055,0.971,( 28d),MPO438036,2017,HU49,2017,4,30,G96,Mt. Lemmon,Survey
,2017,HU2,0.726,1.011,0.00426,25.9,20190427,345.6,5.4,33,6.2,0.164,0.868,(  9d),MPO438036,2017,HU2,2017,4,22,703,CSS,
,2017,HK1,0.775,1.043,0.01466,25.1,20190427,286.8,258.7,141.1,1.5,0.147,0.909,( 38d),MPO419559,2017,HK1,2017,4,19,F51,Pan-STARRS,1
,2017,HG4,0.701,1.023,0.00162,27.7,20190427,331,204.8,210.7,3,0.187,0.862,( 32d),MPO411588,2017,HG4,2017,4,26,F51,Pan-STARRS,1
